,location,total_sqft,bath,price,bhk,encoded_loc
4128,TC Palaya,1200.0,2,66.5,3,217
4129,Others,1200.0,2,37.0,2,184
4130,Whitefield,1870.0,3,138.0,3,235
4131,Panathur,1199.0,2,86.0,2,187
4132,Doddakallasandra,1360.0,2,54.4,3,72
4133,Babusapalaya,1230.0,3,53.0,3,27
4134,Others,2000.0,3,120.0,3,184
4135,Kundalahalli,1047.0,2,83.0,2,154
4136,Electronic City Phase II,6000.0,4,260.0,4,78
4137,Ramamurthy Nagar,1200.0,2,76.0,2,198
4138,Kengeri,725.0,2,30.0,2,139
4139,Jakkur,1645.0,3,100.0,3,114
4140,Sultan Palaya,870.0,2,65.0,2,216
4141,Marathahalli,1026.0,2,49.95,2,165
4142,Others,2000.0,3,145.0,3,184
4143,Hosur Road,1766.0,3,130.0,3,107
4144,Others,500.0,1,15.0,1,184
4145,Jigani,1221.0,3,52.0,3,117
4146,Rachenahalli,680.0,1,46.0,1,193
4147,Sarjapur  Road,1278.0,2,90.0,2,204
4148,Kodichikkanahalli,1025.0,2,66.0,2,142
4149,Whitefield,1175.0,2,39.0,2,235
4150,Others,850.0,2,42.0,2,184
4151,Anjanapura,710.0,2,25.0,2,20
4152,Others,1165.0,2,33.64,2,184
4153,Sarjapur,625.0,1,19.0,1,203
4154,Kaggadasapura,1340.0,3,66.0,3,122
4155,Ananth Nagar,937.0,2,35.0,2,18
4156,JP Nagar,750.0,1,52.5,1,113
4157,Shampura,1475.0,3,78.0,3,209
4158,Others,2230.0,4,130.0,4,184
4159,Others,2200.0,5,100.0,4,184
4160,Mysore Road,900.0,2,65.0,2,171
4161,Electronic City Phase II,1116.0,2,37.0,2,78
4162,Hoodi,948.0,2,75.0,2,100
4163,R.T. Nagar,970.0,2,55.0,2,192
4164,Others,1519.0,3,67.23,3,184
4165,Thanisandra,1200.0,2,65.0,3,219
4166,Bhoganhalli,1760.0,3,127.0,3,47
4167,Budigere,1820.0,3,85.5,3,56
4168,Kalena Agrahara,1565.0,3,78.0,3,125
4169,Begur Road,1334.0,2,42.69,2,43
4170,Jigani,914.0,2,49.0,2,117
4171,Kengeri,500.0,1,17.0,1,139
4172,Yelahanka,2145.0,3,125.0,3,237
4173,Electronic City,1650.0,3,100.0,3,77
4174,Marathahalli,3940.0,4,220.0,4,165
4175,Electronic City,1020.0,2,29.45,2,77
4176,Basaveshwara Nagar,1180.0,2,58.0,2,40
4177,Bommasandra,1014.0,2,35.0,2,52
4178,Attibele,695.0,1,25.0,2,23
4179,GM Palaya,1140.0,2,48.95,2,81
4180,Begur Road,2400.0,4,152.0,4,43
4181,Attibele,850.0,1,25.0,2,23
4182,Banashankari,1200.0,2,60.0,2,30
4183,Others,3160.0,4,206.0,4,184
4184,Hoodi,1769.0,3,96.87,3,100
4185,Mallasandra,905.0,2,40.0,2,162
4186,Kothanur,627.0,1,30.0,1,150
4187,Marathahalli,1435.0,3,73.0,3,165
4188,Kodihalli,1620.0,3,130.0,3,145
4189,Whitefield,1862.0,3,125.0,3,235
4190,Kaikondrahalli,674.0,1,19.9,2,124
4191,Marathahalli,1220.0,2,59.0,2,165
4192,Electronic City,1025.0,2,49.0,2,77
4193,Thanisandra,1430.0,2,54.5,3,219
4194,Panathur,1235.0,2,65.0,2,187
4195,Kanakpura Road,1498.0,3,95.0,3,131
4196,Electronic City,1000.0,2,29.7,2,77
4197,Others,922.0,2,70.0,2,184
4198,AECS Layout,1123.0,2,64.0,2,11
4199,Raja Rajeshwari Nagar,1235.0,2,75.0,2,194
4200,Kogilu,1250.0,2,55.55,2,146
4201,Sarjapur  Road,1305.0,2,99.0,2,204
4202,Others,1200.0,1,65.0,2,184
4203,Hebbal,2790.0,5,204.0,4,95
4204,Old Madras Road,2010.0,3,125.0,4,183
4205,Electronics City Phase 1,995.0,2,42.0,2,79
4206,Varthur Road,1277.0,2,59.0,2,228
4207,7th Phase JP Nagar,1236.0,2,61.33,2,8
4208,Akshaya Nagar,1265.0,2,67.0,2,13
4209,Kanakpura Road,525.0,2,27.0,1,131
4210,Gubbalala,2570.0,4,141.0,5,87
4211,Others,1442.0,3,56.24,3,184
4212,Ardendale,1224.0,2,70.0,2,21
4213,Bellandur,1205.0,2,59.0,2,44
4214,Others,1233.0,2,100.0,2,184
4215,5th Block Hbr Layout,1312.0,2,69.0,2,5
4216,Electronic City,1449.0,3,90.0,3,77
4217,Yelenahalli,1090.0,2,54.0,2,239
4218,Kaggadasapura,2100.0,5,150.0,5,122
4219,JP Nagar,1200.0,2,78.0,2,113
4220,BTM 2nd Stage,1000.0,2,58.0,2,25
4221,Devanahalli,2400.0,5,190.0,4,69
4222,Thanisandra,1732.0,3,85.73,3,219
4223,Banashankari,1290.0,2,80.0,2,30
4224,Others,1840.0,3,85.0,3,184
4225,Thanisandra,1917.0,4,100.0,3,219
4226,Others,1100.0,2,57.0,2,184
4227,Kudlu,1455.0,2,60.0,3,151
4228, Devarachikkanahalli,1425.0,2,65.0,3,0
4229,Whitefield,1655.0,3,113.0,3,235
4230,Haralur Road,2805.0,5,160.0,4,93
4231,Others,1040.0,2,46.79,2,184
4232,Akshaya Nagar,1126.0,2,55.0,2,13
4233,Hebbal,1250.0,2,55.55,2,95
4234,Others,1200.0,2,53.0,2,184
4235,Others,2050.0,3,100.0,4,184
4236,Whitefield,530.0,1,29.44,1,235
4237,Sarjapur,3875.5,4,139.5,4,203
4238,Kambipura,883.0,2,37.0,2,127
4239,Sompura,1275.0,3,59.0,3,213
4240,Others,800.0,2,30.0,2,184
4241,Devanahalli,1200.0,1,95.0,1,69
4242,Bellandur,1063.0,2,58.0,2,44
4243,Balagere,656.0,1,43.0,1,29
4244,Others,1125.0,2,36.0,2,184
4245,Marathahalli,881.0,2,48.06,2,165
4246,Bisuvanahalli,700.0,1,32.0,2,50
4247,Others,1936.0,3,110.0,3,184
4248,Hosa Road,1680.0,3,101.0,3,104
4249,Rayasandra,1253.0,2,57.0,2,199
4250,Mysore Road,1082.0,3,50.0,3,171
4251,Electronic City,1065.0,2,30.75,2,77
4252,Iblur Village,2100.0,4,145.0,3,111
4253,Electronic City,1070.0,2,58.0,2,77
4254,Raja Rajeshwari Nagar,1280.0,3,57.6,3,194
4255,Sarjapur  Road,1755.0,3,122.0,3,204
4256,Electronic City,1210.0,2,54.0,2,77
4257,Talaghattapura,951.0,2,30.43,2,218
4258,Electronic City,1500.0,2,75.0,3,77
4259,Others,1652.5,3,90.0,3,184
4260,Yeshwanthpur,1381.0,2,76.18,3,240
4261,Whitefield,1085.0,2,57.0,2,235
4262,Whitefield,905.0,1,50.0,1,235
4263,Hennur Road,1685.0,3,95.0,3,99
4264,Somasundara Palya,1200.0,2,75.0,2,212
4265,Anandapura,1151.0,2,42.9,2,17
4266,Brookefield,3532.0,3,170.0,4,55
4267,Kanakpura Road,1665.0,3,86.91,3,131
4268,Kengeri Satellite Town,800.0,2,40.0,2,140
4269,Rajiv Nagar,1030.0,2,46.5,2,196
4270,Hoodi,1257.0,2,71.03,2,100
4271,Whitefield,1600.0,3,82.0,3,235
4272,Choodasandra,1465.0,3,75.0,3,64
4273,Jakkur,1650.0,3,111.0,3,114
4274,Whitefield,1230.0,4,80.0,4,235
4275,Koramangala,1300.0,2,82.0,2,148
4276,KR Puram,1000.0,2,44.5,2,119
4277,Mahadevpura,1146.0,2,53.8,2,160
4278,Others,2159.0,3,110.0,3,184
4279,Whitefield,1255.0,2,40.0,2,235
4280,Padmanabhanagar,1200.0,2,60.0,2,185
4281,Sarjapur  Road,1040.0,2,37.0,2,204
4282,Uttarahalli,1180.0,2,41.3,2,226
4283,KR Puram,1200.0,2,47.0,2,119
4284,Sarjapur  Road,1374.0,3,51.0,3,204
4285,Whitefield,937.0,1,32.15,1,235
4286,Jalahalli,2384.0,4,165.0,3,115
4287,Yelahanka,1200.0,2,54.0,2,237
4288,Haralur Road,2017.0,3,105.0,3,93
4289,Others,700.0,2,43.0,2,184
4290,Kanakpura Road,1495.0,2,52.33,3,131
4291,Kothanur,1302.0,2,68.5,2,150
4292,Whitefield,905.0,1,52.0,1,235
4293,Electronics City Phase 1,1350.0,3,71.0,3,79
4294,Gottigere,1380.0,2,95.0,3,85
4295,Harlur,1620.0,3,110.0,3,94
4296,Chandapura,4800.0,4,250.0,4,59
4297,Sarjapur  Road,1000.0,2,38.5,2,204
4298,Thanisandra,1250.0,1,54.0,2,219
4299,Anekal,997.0,3,55.0,3,19
4300,Kothanur,1760.0,3,111.0,3,150
4301,Yelahanka,1322.0,2,75.0,2,237
4302,Others,1365.0,3,99.0,3,184
4303,Kaggadasapura,1256.0,2,50.0,3,122
4304,Brookefield,941.0,2,48.0,2,55
4305,Hennur Road,1414.0,2,84.18,2,99
4306,Chikkalasandra,1270.0,2,55.25,3,63
4307,Kengeri Satellite Town,4100.0,3,300.0,4,140
4308,Others,1800.0,3,105.0,6,184
4309,Kanakpura Road,712.0,1,38.44,1,131
4310,Rajaji Nagar,3929.5,5,251.5,4,195
4311,Hebbal,1200.0,2,49.0,2,95
4312,Kengeri Satellite Town,654.0,1,22.0,1,140
4313,Others,708.0,1,55.0,2,184
4314,Others,1680.0,3,135.0,3,184
4315,Others,990.0,2,58.0,2,184
4316,Uttarahalli,1380.0,2,42.0,2,226
4317,Hebbal,1088.0,2,62.0,2,95
4318,Harlur,1414.0,3,77.5,3,94
4319,Others,1240.0,2,100.0,2,184
4320,Others,1810.0,3,118.0,3,184
4321,Kothanur,1185.0,2,58.0,2,150
4322,Whitefield,1200.0,3,57.15,3,235
4323,Others,1265.0,2,58.0,2,184
4324,Sahakara Nagar,1100.0,2,55.0,2,200
4325,Others,1035.0,2,44.0,2,184
4326,Sonnenahalli,917.0,1,30.715,1,214
4327,Hegde Nagar,1179.0,2,49.35,2,97
4328,Vittasandra,1650.0,3,84.0,3,234
4329,Others,2800.0,4,100.0,6,184
4330,Others,1430.0,3,78.65,3,184
4331,Marathahalli,1130.0,2,58.0,3,165
4332,JP Nagar,1850.0,2,110.0,3,113
4333,Hennur,1340.0,3,54.24,3,98
4334,Sarjapur  Road,6464.0,2,338.0,4,204
4335,Others,600.0,2,30.0,2,184
4336,Channasandra,1160.0,2,55.0,2,60
4337,Others,1200.0,2,45.0,1,184
4338,Others,1116.0,2,37.6,2,184
4339,Others,1090.0,2,45.0,2,184
4340,JP Nagar,1100.0,2,45.0,2,113
4341,Vijayanagar,1484.0,3,79.19,3,231
4342,Green Glen Layout,1630.0,3,68.0,3,86
4343,Whitefield,1451.0,2,52.43,3,235
4344,Kanakpura Road,1330.0,2,107.0,2,131
4345,Thanisandra,2127.0,3,135.0,3,219
4346,Others,1260.0,4,65.0,4,184
4347,Sarjapur  Road,1173.0,2,45.75,3,204
4348,Electronics City Phase 1,1445.0,2,56.0,3,79
4349,Thanisandra,3011.0,3,115.89,3,219
4350,JP Nagar,1197.0,2,47.88,2,113
4351,Kanakpura Road,1450.0,3,62.4,3,131
4352,Whitefield,1187.0,2,37.85,2,235
4353,Channasandra,1050.0,2,41.0,2,60
4354,Panathur,1370.0,2,54.8,3,187
4355,Yelahanka,1036.0,2,39.37,2,237
4356,JP Nagar,1275.0,3,41.2,3,113
4357,Old Madras Road,2010.0,3,115.0,4,183
4358,Thanisandra,1265.0,2,46.6,2,219
4359,Anandapura,1576.0,3,58.0,3,17
4360,Dodda Nekkundi,1148.0,2,56.0,2,70
4361,Others,1000.0,2,36.0,2,184
4362,Kudlu,1293.0,2,85.0,3,151
4363,Munnekollal,1210.0,2,75.0,2,169
4364,HSR Layout,1126.0,2,69.0,2,92
4365,Vidyaranyapura,1440.0,2,70.0,3,230
4366,Ramamurthy Nagar,1300.0,2,52.0,3,198
4367,Thanisandra,1276.0,2,75.0,2,219
4368,Whitefield,1216.0,2,83.0,2,235
4369,Sompura,1126.0,2,39.0,2,213
4370,Raja Rajeshwari Nagar,1162.0,2,65.0,2,194
4371,Whitefield,1301.0,2,65.0,2,235
4372,Devanahalli,658.0,1,34.0,1,69
4373,1st Phase JP Nagar,1572.0,1,63.0,1,2
4374,Chandapura,1208.51,3,42.0,3,59
4375,Raja Rajeshwari Nagar,1133.0,2,38.41,2,194
4376,Others,1760.0,2,116.0,3,184
4377,Badavala Nagar,1145.0,2,57.0,2,28
4378,Bannerghatta Road,1930.0,2,67.73,2,38
4379,Others,4967.5,5,268.5,4,184
4380,Dasarahalli,1300.0,2,50.0,2,68
4381,Jigani,2420.0,4,190.0,4,117
4382,Thubarahalli,1216.0,2,80.0,2,221
4383,Tumkur Road,1459.0,2,110.0,3,224
4384,Jakkur,1622.0,2,80.0,3,114
4385,Kanakpura Road,1843.0,3,85.0,3,131
4386,Malleshpalya,1430.0,2,69.5,3,163
4387,Begur Road,1565.0,2,57.91,3,43
4388,Others,1410.0,2,75.0,2,184
4389,Kengeri Satellite Town,1060.0,2,42.0,2,140
4390,Sarjapur  Road,1120.0,2,50.0,2,204
4391,Hosa Road,880.0,2,50.0,2,104
4392,Dodda Nekkundi,1435.0,3,57.2,3,70
4393,Doddakallasandra,1425.0,2,56.99,3,72
4394,Arekere,900.0,2,50.0,2,22
4395,Others,2400.0,5,93.0,5,184
4396,Electronic City,2435.0,4,119.0,4,77
4397,Iblur Village,1920.0,3,150.0,3,111
4398,Nagavarapalya,705.0,1,55.0,1,177
4399,Others,1200.0,2,75.6,3,184
4400,Mahadevpura,1532.0,2,62.0,2,160
4401,Rajiv Nagar,1330.0,2,93.0,2,196
4402,Sarjapur  Road,1530.0,2,60.0,3,204
4403,Kasavanhalli,1105.0,2,42.0,2,134
4404,Harlur,1630.0,3,95.1,3,94
4405,Brookefield,1595.0,2,75.0,3,55
4406,7th Phase JP Nagar,1000.0,2,53.0,2,8
4407,Uttarahalli,1737.0,2,95.0,3,226
4408,Others,2100.0,4,150.0,4,184
4409,Mysore Road,883.0,2,50.0,2,171
4410,BTM Layout,1776.0,2,75.0,3,26
4411,Whitefield,1330.0,2,55.0,3,235
4412,Thanisandra,2259.0,5,135.0,4,219
4413,Gubbalala,1008.0,2,32.25,2,87
4414,Others,1200.0,2,52.5,2,184
4415,Yelahanka,602.0,1,26.0,1,237
4416,JP Nagar,1500.0,2,82.0,3,113
4417,Others,1539.0,3,60.0,3,184
4418,Judicial Layout,1100.0,2,53.0,3,118
4419,Raja Rajeshwari Nagar,1151.0,2,49.0,2,194
4420,Others,920.0,2,46.0,2,184
4421,Kathriguppe,1350.0,3,78.3,3,136
4422,Bannerghatta Road,1200.0,2,65.0,2,38
4423,Thanisandra,1265.0,2,78.0,2,219
4424,Sarjapur  Road,1700.0,3,93.5,3,204
4425,Others,1550.0,4,120.0,4,184
4426,R.T. Nagar,1560.0,3,125.0,3,192
4427,Sarjapur  Road,1403.0,3,56.0,3,204
4428,Tumkur Road,1416.0,3,94.0,3,224
4429,Kanakpura Road,1628.0,2,68.0,2,131
4430,7th Phase JP Nagar,1680.0,3,125.0,3,8
4431,Doddathoguru,1595.0,3,62.0,3,73
4432,Kanakpura Road,1507.0,2,95.0,3,131
4433,Hennur Road,1949.0,3,133.0,3,99
4434,Others,905.0,2,50.0,2,184
4435,Kaikondrahalli,1605.0,3,105.0,3,124
4436,Bommanahalli,1290.0,2,73.0,2,51
4437,Yelahanka,1100.0,2,60.0,2,237
4438,Vishveshwarya Layout,2100.0,6,92.0,6,232
4439,Electronics City Phase 1,995.0,2,49.8,2,79
4440,Gottigere,1425.0,2,47.0,3,85
4441,Others,1455.0,2,55.0,3,184
4442,Others,550.0,1,23.0,1,184
4443,Vishveshwarya Layout,7000.0,4,210.0,4,232
4444,Others,4000.0,3,130.0,5,184
4445,Others,1060.0,2,53.0,2,184
4446,HBR Layout,1783.0,3,125.0,3,90
4447,Haralur Road,1520.0,2,90.0,3,93
4448,Sarjapur  Road,1060.0,2,55.0,2,204
4449,Raja Rajeshwari Nagar,1267.0,2,54.35,2,194
4450,Whitefield,1155.0,2,55.0,2,235
4451,Karuna Nagar,2500.0,3,180.0,3,133
4452,Bannerghatta Road,1240.0,2,65.0,2,38
4453,Others,1570.0,3,78.0,3,184
4454,NGR Layout,1019.0,2,45.9,2,172
4455,Whitefield,1355.0,3,76.0,2,235
4456,Others,1537.0,3,110.0,3,184
4457,Whitefield,4075.0,5,226.0,4,235
4458,Raja Rajeshwari Nagar,1550.0,3,52.45,3,194
4459,Raja Rajeshwari Nagar,1100.0,2,50.0,2,194
4460,9th Phase JP Nagar,1466.0,2,71.0,2,10
4461,Rachenahalli,1550.0,3,72.5,3,193
4462,Akshaya Nagar,2300.0,4,102.0,3,13
4463,Kengeri,540.0,1,22.5,1,139
4464,Others,1020.0,2,48.0,2,184
4465,Hoodi,1305.0,2,75.0,2,100
4466,Sarjapur,2100.0,3,125.0,4,203
4467,Electronic City,1125.0,2,32.5,2,77
4468,Horamavu Banaswadi,1225.0,2,49.5,2,102
4469,Hennur,1255.0,2,55.5,2,98
4470,Others,1191.0,2,90.0,2,184
4471,Electronic City,1165.0,2,33.64,2,77
4472,Others,865.0,2,35.11,2,184
4473,Nagarbhavi,1850.0,2,88.0,3,174
4474,Yelahanka,1614.0,2,100.0,3,237
4475,Magadi Road,600.0,1,22.0,2,159
4476,Thigalarapalya,2072.0,4,155.0,3,220
4477,Electronic City,919.0,2,34.0,2,77
4478,Others,2100.0,4,90.0,4,184
4479,Others,1000.0,2,42.0,2,184
4480,Lingadheeranahalli,2245.0,4,154.0,4,158
4481,Ambedkar Nagar,1852.0,3,130.0,3,15
4482,Panathur,1597.0,3,67.12,3,187
4483,Jakkur,2423.0,4,160.0,3,114
4484,Marathahalli,1152.0,2,90.0,2,165
4485,Harlur,1762.0,3,133.0,3,94
4486,Kammasandra,1400.0,3,92.0,3,129
4487,Yelahanka,1890.0,3,108.0,3,237
4488,Varthur Road,1247.0,2,58.0,3,228
4489,Bellandur,1201.0,2,59.99,2,44
4490,Others,830.0,2,40.0,2,184
4491,Bommanahalli,1100.0,1,55.0,2,51
4492,9th Phase JP Nagar,1890.0,2,93.0,3,10
4493,Others,1685.0,3,60.0,3,184
4494,Battarahalli,1165.0,2,43.0,2,41
4495,Others,827.0,2,45.0,2,184
4496,Electronics City Phase 1,635.0,1,26.0,1,79
4497,Others,1050.0,2,50.0,2,184
4498,Yelenahalli,1500.0,2,57.0,3,239
4499,Raja Rajeshwari Nagar,1751.0,3,72.0,3,194
4500,Bommasandra,1020.0,2,40.89,2,52
4501,Thanisandra,1148.0,2,43.5,2,219
4502,Others,1060.0,2,49.27,2,184
4503,Haralur Road,1300.0,2,60.0,2,93
4504,Hormavu,3000.0,4,100.0,4,103
4505,Bellandur,1325.0,2,65.0,2,44
4506,Others,1261.0,2,61.0,2,184
4507,Ramamurthy Nagar,700.0,2,33.0,2,198
4508,7th Phase JP Nagar,1675.0,2,135.0,3,8
4509,Others,3400.0,4,190.0,4,184
4510,Others,1180.0,2,56.0,2,184
4511,Uttarahalli,1160.0,2,45.0,2,226
4512,Kasavanhalli,1863.0,3,105.0,4,134
4513,Sahakara Nagar,1914.0,3,149.0,3,200
4514,BTM Layout,1458.0,3,79.0,3,26
4515,Babusapalaya,1105.0,2,40.0,2,27
4516,Akshaya Nagar,1662.0,3,90.0,3,13
4517,Yelahanka,1556.0,3,86.0,3,237
4518,Jigani,918.0,2,50.0,2,117
4519,Sarjapur  Road,1455.0,2,98.0,3,204
4520,Others,1205.0,2,70.0,2,184
4521,BEML Layout,1194.0,2,65.0,2,24
4522,Laggere,1200.0,2,75.0,2,156
4523,Bannerghatta Road,1100.0,2,52.0,3,38
4524,Sarjapur  Road,1405.0,3,48.87,3,204
4525,Subramanyapura,929.0,2,56.0,2,215
4526,8th Phase JP Nagar,2100.0,4,92.0,4,9
4527,Channasandra,1065.0,2,40.47,2,60
4528,Bannerghatta Road,2215.0,3,84.29,3,38
4529,Hormavu,1093.0,2,32.78,2,103
4530,Anandapura,1250.0,2,45.0,2,17
4531,Marathahalli,1680.0,3,105.0,3,165
4532,Nagarbhavi,1146.0,2,50.0,2,174
4533,Others,1250.0,2,58.0,2,184
4534,Ramagondanahalli,1451.0,3,60.44,3,197
4535,Others,1424.0,2,55.0,3,184
4536,Gottigere,1435.0,2,62.0,3,85
4537,Devanahalli,658.0,1,26.91,1,69
4538,Bommanahalli,1300.0,3,45.0,3,51
4539,Whitefield,1242.0,2,65.0,2,235
4540,Marathahalli,1910.0,3,119.0,3,165
4541,Yelahanka,1610.0,4,85.0,3,237
4542,Hulimavu,1127.0,2,65.0,2,108
4543,Yelahanka,1075.0,2,42.0,3,237
4544,Mysore Road,1155.0,2,51.0,2,171
4545,Others,1250.0,3,55.0,3,184
4546,Others,2200.0,4,160.0,3,184
4547,Billekahalli,2400.0,3,150.0,3,48
4548,Chandapura,876.0,2,29.5,2,59
4549,Nagarbhavi,1850.0,2,89.0,3,174
4550,Kadugodi,1314.0,2,83.0,2,121
4551,Rachenahalli,690.0,1,39.8,1,193
4552,Electronic City Phase II,5300.0,2,167.5,4,78
4553,Others,1230.0,2,55.0,2,184
4554,Bommasandra,920.0,2,37.2,2,52
4555,Sarjapur  Road,1850.0,3,140.0,3,204
4556,Electronic City,1073.0,2,60.0,2,77
4557,Others,1540.0,3,76.0,3,184
4558,Kanakpura Road,1550.0,3,63.5,3,131
4559,Kalyan nagar,1198.0,2,65.0,2,126
4560,HBR Layout,1656.0,3,90.0,3,90
4561,Others,1900.0,3,155.0,3,184
4562,Ramagondanahalli,1910.0,3,142.0,3,197
4563,Mysore Road,1003.0,2,43.0,2,171
4564,Others,1572.0,2,48.0,2,184
4565,Whitefield,1495.0,2,67.0,3,235
4566,Thanisandra,2172.0,3,76.02,3,219
4567,Others,1200.0,1,95.0,2,184
4568,Whitefield,1548.0,3,65.0,3,235
4569,Whitefield,4271.0,5,154.5,4,235
4570,Hosur Road,1689.0,3,103.0,3,107
4571,Electronic City Phase II,1031.0,2,53.0,2,78
4572,Others,1060.0,2,37.0,2,184
4573,Hennur Road,1250.0,2,77.88,3,99
4574,Seegehalli,1420.0,2,46.0,3,208
4575,Others,1942.0,3,155.0,3,184
4576,Haralur Road,1985.0,3,130.0,3,93
4577,Sarjapur  Road,950.0,1,39.9,1,204
4578,Others,1200.0,4,80.0,3,184
4579,Green Glen Layout,1752.0,3,105.0,3,86
4580,Old Madras Road,1480.0,2,84.0,3,183
4581,Sarjapur  Road,1826.0,3,130.0,3,204
4582,8th Phase JP Nagar,1035.0,2,39.33,2,9
4583,Sarjapur  Road,2600.0,4,98.0,4,204
4584,Kasavanhalli,1667.0,3,92.0,3,134
4585,Thanisandra,934.0,2,55.0,2,219
4586,JP Nagar,1572.0,3,69.34,3,113
4587,Mahadevpura,1620.0,2,76.0,3,160
4588,Electronic City,1070.0,2,47.0,2,77
4589,Hosur Road,3600.0,5,180.0,5,107
4590,Uttarahalli,1280.0,2,60.0,3,226
4591,Others,1400.0,2,60.0,2,184
4592,Others,1330.0,2,64.0,2,184
4593,Electronic City Phase II,1611.0,2,48.33,3,78
4594,Whitefield,1405.0,3,58.0,3,235
4595,Others,1515.0,3,90.0,3,184
4596,Kaggadasapura,1710.0,3,60.0,3,122
4597,BTM Layout,935.0,2,51.5,2,26
4598,Jakkur,2197.0,3,136.0,3,114
4599,Yeshwanthpur,1678.0,3,92.13,3,240
4600,Brookefield,1410.0,2,80.0,3,55
4601,Jakkur,1125.0,2,65.0,2,114
4602,Magadi Road,1191.0,2,55.38,3,159
4603,Thubarahalli,1200.0,2,79.0,2,221
4604,CV Raman Nagar,1525.0,2,67.0,3,57
4605,Seegehalli,920.0,2,27.0,2,208
4606,Chikkabanavar,600.0,1,25.0,2,62
4607,Thanisandra,1185.0,2,44.0,2,219
4608,Electronics City Phase 1,1190.0,2,68.0,2,79
4609,Whitefield,4271.0,5,158.5,4,235
4610,Whitefield,1355.0,2,73.0,2,235
4611,KR Puram,1200.0,1,65.0,2,119
4612,Kundalahalli,7000.0,4,550.0,4,154
4613,Yelahanka New Town,500.0,2,24.0,1,238
4614,Bommasandra Industrial Area,1250.0,3,50.0,3,53
4615,Uttarahalli,1480.0,2,58.0,3,226
4616,KR Puram,2324.0,2,70.445,3,119
4617,Others,1206.0,2,53.0,2,184
4618,Hosakerehalli,925.0,2,46.5,2,105
4619,8th Phase JP Nagar,909.0,2,40.9,2,9
4620,Brookefield,1100.0,2,55.0,2,55
4621,Raja Rajeshwari Nagar,1306.0,2,44.17,2,194
4622,Others,1200.0,4,95.0,4,184
4623,Kalena Agrahara,610.0,1,39.0,1,125
4624,Yelahanka,1484.0,2,56.4,3,237
4625,Ramamurthy Nagar,1125.0,2,47.0,2,198
4626,Whitefield,2882.0,5,158.0,4,235
4627,Kundalahalli,2075.0,3,115.0,3,154
4628,Horamavu Banaswadi,1272.0,2,51.5,2,102
4629,Others,625.0,2,24.0,2,184
4630,1st Phase JP Nagar,840.0,2,50.0,1,2
4631,Hennur Road,2502.0,4,180.0,4,99
4632,Rayasandra,583.0,1,26.9,1,199
4633,Kanakapura,2200.0,3,121.0,3,130
4634,Whitefield,750.0,1,51.0,1,235
4635,Marathahalli,1600.0,3,58.0,3,165
4636,Chikkalasandra,1365.0,2,49.0,3,63
4637,Others,1300.0,3,64.0,3,184
4638,Others,1200.0,1,69.0,1,184
4639,Electronics City Phase 1,1190.0,2,33.92,2,79
4640,Vishwapriya Layout,1250.0,3,38.0,3,233
4641,Kaggadasapura,1500.0,3,75.0,3,122
4642,Banashankari Stage V,1510.0,3,47.57,3,33
4643,7th Phase JP Nagar,1187.0,2,59.0,2,8
4644,Kundalahalli,1120.0,2,53.76,2,154
4645,Others,1717.0,3,99.0,3,184
4646,Others,2099.0,3,95.0,3,184
4647,Kasturi Nagar,1100.0,2,58.0,2,135
4648,Others,1200.0,1,48.0,1,184
4649,Bannerghatta Road,1465.0,2,45.87,3,38
4650,Kothanur,1500.0,1,75.0,1,150
4651,Haralur Road,1255.0,2,90.0,3,93
4652,5th Phase JP Nagar,1220.0,2,88.0,2,6
4653,Electronic City Phase II,1065.0,2,30.88,2,78
4654,Sultan Palaya,1765.0,3,80.0,3,216
4655,Bellandur,1281.0,2,87.0,2,44
4656,Kaggadasapura,1215.0,2,43.0,2,122
4657,Ananth Nagar,1200.0,3,87.0,4,18
4658,Mysore Road,1237.0,2,73.0,2,171
4659,Lakshminarayana Pura,1300.0,2,70.0,2,157
4660,Whitefield,1105.0,2,39.99,2,235
4661,Hebbal Kempapura,3900.0,5,310.0,4,96
4662,Banashankari,1186.0,2,65.0,2,30
4663,Kengeri,750.0,2,35.5,2,139
4664,Others,1430.0,2,78.65,3,184
4665,Thanisandra,1056.0,2,68.0,2,219
4666,Others,2108.0,3,85.0,3,184
4667,Banashankari,1650.0,3,101.0,3,30
4668,Electronic City Phase II,1220.0,3,36.6,3,78
4669,Rayasandra,1198.0,2,54.0,2,199
4670,Others,1190.0,2,70.0,2,184
4671,Others,900.0,2,41.0,2,184
4672,Others,2690.0,4,185.0,4,184
4673,Kanakapura,1340.0,2,65.0,2,130
4674,Yelahanka,1260.0,2,59.2,2,237
4675,Talaghattapura,2254.0,3,153.0,3,218
4676,JP Nagar,820.0,2,45.0,2,113
4677,Electronic City,1296.0,2,65.0,2,77
4678,Uttarahalli,1190.0,2,53.55,2,226
4679,Whitefield,1173.0,2,77.0,2,235
4680,Sarjapura - Attibele Road,1800.0,3,90.0,3,205
4681,Yelahanka,1102.0,2,52.0,2,237
4682,Sarjapur,913.0,2,36.0,2,203
4683,Hormavu,1176.0,2,35.27,3,103
4684,Prithvi Layout,1620.0,3,65.0,3,191
4685,Billekahalli,2968.0,3,225.0,3,48
4686,Yelahanka,1519.0,2,65.0,2,237
4687,Others,1594.0,3,99.0,3,184
4688,Others,1250.0,2,68.0,2,184
